"sample_id","site_id","day","month","year","taxon_id","taxon","abundance"
"106000008_1.6.2010","106000008","1","6","2010","5137","Ephemerella sp.",825
"106000008_1.6.2010","106000008","1","6","2010","6747","Rhithrogena sp.",20
"106000008_1.6.2010","106000008","1","6","2010","8750","Plecoptera Gen. sp.",15
"106000008_1.6.2010","106000008","1","6","2010","5605","Hydropsyche sp.",80
"106000008_1.6.2010","106000008","1","6","2010","6780","Rhyacophila sp.",15
"106000008_1.6.2010","106000008","1","6","2010","4585","Ceratopogonidae Gen. sp.",10
"106000008_1.6.2010","106000008","1","6","2010","4642","Chironomidae Gen. sp.",15
"106000008_1.6.2010","106000008","1","6","2010","7476","Cricotopus sp.",315
"106000008_1.6.2010","106000008","1","6","2010","5234","Eukiefferiella sp.",100
"106000008_1.6.2010","106000008","1","6","2010","6243","Orthocladius sp.",10
"106000008_1.6.2010","106000008","1","6","2010","7009","Tanytarsus sp.",10
"106000008_1.6.2010","106000008","1","6","2010","8483","Limoniidae Gen. sp.",5
"106000008_1.6.2010","106000008","1","6","2010","6658","Psychoda sp.",5
"106000008_1.6.2010","106000008","1","6","2010","6842","Simuliidae Gen. sp.",5
"106000009_1.6.1979","106000009","1","6","1979","8736","Oligochaeta Gen. sp.",25
"106000009_1.6.1979","106000009","1","6","1979","4616","Chaetogaster diaphanus",65
"106000009_1.6.1979","106000009","1","6","1979","6070","Nais barbata",110
"106000009_1.6.1979","106000009","1","6","1979","6071","Nais bretscheri",115
"106000009_1.6.1979","106000009","1","6","1979","6072","Nais communis",220
"106000009_1.6.1979","106000009","1","6","1979","6073","Nais elinguis",1650
"106000009_1.6.1979","106000009","1","6","1979","6076","Nais simplex",275
"106000009_1.6.1979","106000009","1","6","1979","6078","Nais variabilis",165
"106000009_1.6.1979","106000009","1","6","1979","6620","Psammoryctides albicola",20
"106000009_1.6.1979","106000009","1","6","1979","6790","Rhynchelmis sp.",5
"106000009_1.6.1979","106000009","1","6","1979","7116","Tubifex tubifex",45
"106000009_1.6.1979","106000009","1","6","1979","5159","Erpobdella octoculata",25
"106000009_1.6.1979","106000009","1","6","1979","8691","Asellus aquaticus",50
"106000009_1.6.1979","106000009","1","6","1979","4408","Baetis melanonyx",10
"106000009_1.6.1979","106000009","1","6","1979","4409","Baetis muticus",15
"106000009_1.6.1979","106000009","1","6","1979","4415","Baetis rhodani",30
"106000009_1.6.1979","106000009","1","6","1979","5057","Ecdyonurus torrentis",5
"106000009_1.6.1979","106000009","1","6","1979","5457","Heptagenia sulphurea",5
"106000009_1.6.1979","106000009","1","6","1979","6745","Rhithrogena semicolorata-Gr.",15
"106000009_1.6.1979","106000009","1","6","1979","6370","Perla marginata",20
"106000009_1.6.1979","106000009","1","6","1979","6616","Protonemura sp.",40
"106000009_1.6.1979","106000009","1","6","1979","5605","Hydropsyche sp.",35
"106000009_1.6.1979","106000009","1","6","1979","4363","Atherix ibis",10
"106000009_1.6.1979","106000009","1","6","1979","4642","Chironomidae Gen. sp.",280
"106000009_1.7.1980","106000009","1","7","1980","4615","Chaetogaster cristallinus",15
"106000009_1.7.1980","106000009","1","7","1980","5863","Limnodrilus hoffmeisteri",5
"106000009_1.7.1980","106000009","1","7","1980","6070","Nais barbata",600
"106000009_1.7.1980","106000009","1","7","1980","6071","Nais bretscheri",350
"106000009_1.7.1980","106000009","1","7","1980","6073","Nais elinguis",150
"106000009_1.7.1980","106000009","1","7","1980","6078","Nais variabilis",75
"106000009_1.7.1980","106000009","1","7","1980","7993","Pristina rosea",75
"106000009_1.7.1980","106000009","1","7","1980","5159","Erpobdella octoculata",35
"106000009_1.7.1980","106000009","1","7","1980","8691","Asellus aquaticus",40
"106000009_1.7.1980","106000009","1","7","1980","4397","Baetis fuscatus",15
"106000009_1.7.1980","106000009","1","7","1980","4415","Baetis rhodani",80
"106000009_1.7.1980","106000009","1","7","1980","4427","Baetis vernus",40
"106000009_1.7.1980","106000009","1","7","1980","5058","Ecdyonurus venosus",20
"106000009_1.7.1980","106000009","1","7","1980","6747","Rhithrogena sp.",15
"106000009_1.7.1980","106000009","1","7","1980","5790","Leuctra sp.",20
"106000009_1.7.1980","106000009","1","7","1980","5605","Hydropsyche sp.",90
"106000009_1.7.1980","106000009","1","7","1980","19309","Blepharicera fasciata ssp.",165
"106000009_1.7.1980","106000009","1","7","1980","4642","Chironomidae Gen. sp.",140
"106000009_1.7.1980","106000009","1","7","1980","6852","Simulium reptans",5
"106000009_1.7.1980","106000009","1","7","1980","6855","Simulium variegatum",125
"106000009_1.7.1980","106000009","1","7","1980","8811","Simulium bezzii",10
"106000009_1.7.1980","106000009","1","7","1980","7850","Simulium balcanicum",5
"106000009_1.8.1981","106000009","1","8","1981","8736","Oligochaeta Gen. sp.",260
"106000009_1.8.1981","106000009","1","8","1981","7999","Enchytraeus albidus",5
"106000009_1.8.1981","106000009","1","8","1981","5863","Limnodrilus hoffmeisteri",40
"106000009_1.8.1981","106000009","1","8","1981","6071","Nais bretscheri",25
"106000009_1.8.1981","106000009","1","8","1981","6195","Ophidonais serpentina",20
"106000009_1.8.1981","106000009","1","8","1981","6621","Psammoryctides barbatus",70
"106000009_1.8.1981","106000009","1","8","1981","5159","Erpobdella octoculata",6100
"106000009_1.8.1981","106000009","1","8","1981","8691","Asellus aquaticus",75
"106000009_1.8.1981","106000009","1","8","1981","4397","Baetis fuscatus",85
"106000009_1.8.1981","106000009","1","8","1981","4415","Baetis rhodani",10
"106000009_1.8.1981","106000009","1","8","1981","4416","Baetis scambus",175
"106000009_1.8.1981","106000009","1","8","1981","4522","Caenis macrura",5
"106000009_1.8.1981","106000009","1","8","1981","5605","Hydropsyche sp.",170
"106000009_1.8.1981","106000009","1","8","1981","6912","Stenophylax sp.",5
"106000009_1.8.1981","106000009","1","8","1981","4642","Chironomidae Gen. sp.",60
"106000009_1.8.1981","106000009","1","8","1981","8487","Tipulidae Gen. sp.",5
"106000009_1.7.1986","106000009","1","7","1986","5281","Fridericia sp.",10
"106000009_1.7.1986","106000009","1","7","1986","5863","Limnodrilus hoffmeisteri",80
"106000009_1.7.1986","106000009","1","7","1986","6078","Nais variabilis",10
"106000009_1.7.1986","106000009","1","7","1986","6195","Ophidonais serpentina",5
"106000009_1.7.1986","106000009","1","7","1986","6620","Psammoryctides albicola",45
"106000009_1.7.1986","106000009","1","7","1986","6621","Psammoryctides barbatus",30
"106000009_1.7.1986","106000009","1","7","1986","6790","Rhynchelmis sp.",15
"106000009_1.7.1986","106000009","1","7","1986","6934","Stylaria lacustris",5
"106000009_1.7.1986","106000009","1","7","1986","6937","Stylodrilus sp.",15
"106000009_1.7.1986","106000009","1","7","1986","7116","Tubifex tubifex",225
"106000009_1.7.1986","106000009","1","7","1986","5159","Erpobdella octoculata",15
"106000009_1.7.1986","106000009","1","7","1986","4397","Baetis fuscatus",10
"106000009_1.7.1986","106000009","1","7","1986","4416","Baetis scambus",5
"106000009_1.7.1986","106000009","1","7","1986","13024","Hydropsyche incognita/pellucidula",625
"106000009_1.7.1986","106000009","1","7","1986","20941","Hydropsyche tabacarui",150
"106000009_1.7.1986","106000009","1","7","1986","4642","Chironomidae Gen. sp.",10
"106000009_1.7.1986","106000009","1","7","1986","4495","Brillia longifurca",5
"106000009_1.7.1986","106000009","1","7","1986","4777","Cricotopus bicinctus",10
"106000009_1.7.1986","106000009","1","7","1986","8180","Cricotopus vierriensis",5
"106000009_1.7.1986","106000009","1","7","1986","5220","Eukiefferiella gracei",5
"106000009_1.7.1986","106000009","1","7","1986","5234","Eukiefferiella sp.",5
"106000009_1.7.1987","106000009","1","7","1987","5863","Limnodrilus hoffmeisteri",20
"106000009_1.7.1987","106000009","1","7","1987","5865","Limnodrilus profundicola",15
"106000009_1.7.1987","106000009","1","7","1987","6621","Psammoryctides barbatus",30
"106000009_1.7.1987","106000009","1","7","1987","6754","Rhyacodrilus coccineus",15
"106000009_1.7.1987","106000009","1","7","1987","6790","Rhynchelmis sp.",60
"106000009_1.7.1987","106000009","1","7","1987","7116","Tubifex tubifex",10
"106000009_1.7.1987","106000009","1","7","1987","4973","Dina lineata",60
"106000009_1.7.1987","106000009","1","7","1987","8691","Asellus aquaticus",190
"106000009_1.7.1987","106000009","1","7","1987","4397","Baetis fuscatus",50
"106000009_1.7.1987","106000009","1","7","1987","4409","Baetis muticus",5
"106000009_1.7.1987","106000009","1","7","1987","4415","Baetis rhodani",55
"106000009_1.7.1987","106000009","1","7","1987","4416","Baetis scambus",40
"106000009_1.7.1987","106000009","1","7","1987","4427","Baetis vernus",155
"106000009_1.7.1987","106000009","1","7","1987","5037","Ecdyonurus aurantiacus",5
"106000009_1.7.1987","106000009","1","7","1987","5058","Ecdyonurus venosus",5
"106000009_1.7.1987","106000009","1","7","1987","13024","Hydropsyche incognita/pellucidula",565
"106000009_1.7.1987","106000009","1","7","1987","5589","Hydropsyche bulbifera",45
"106000009_1.7.1987","106000009","1","7","1987","20924","Hydropsyche emarginata",60
"106000009_1.7.1987","106000009","1","7","1987","5599","Hydropsyche modesta",125
"106000009_1.7.1987","106000009","1","7","1987","20941","Hydropsyche tabacarui",50
"106000009_1.7.1987","106000009","1","7","1987","20942","Hydropsyche valkanovi",15
"106000009_1.7.1987","106000009","1","7","1987","7750","Athericidae Gen. sp.",10
"106000009_1.7.1987","106000009","1","7","1987","4642","Chironomidae Gen. sp.",40
"106000009_1.7.1987","106000009","1","7","1987","4497","Brillia sp.",35
"106000009_1.7.1987","106000009","1","7","1987","4777","Cricotopus bicinctus",50
"106000009_1.7.1987","106000009","1","7","1987","7476","Cricotopus sp.",20
"106000009_1.7.1987","106000009","1","7","1987","5934","Macropelopia sp.",10
"106000009_1.7.1987","106000009","1","7","1987","6020","Micropsectra sp.",15
"106000009_1.7.1987","106000009","1","7","1987","6501","Polypedilum sp.",20
"106000009_1.7.1987","106000009","1","7","1987","7161","Wiedemannia sp.",5
"106000009_1.7.1987","106000009","1","7","1987","4955","Dicranota sp.",5
"106000009_1.7.1987","106000009","1","7","1987","6842","Simuliidae Gen. sp.",55
"106000009_1.8.1991","106000009","1","8","1991","5075","Eiseniella tetraedra",10
"106000009_1.8.1991","106000009","1","8","1991","7999","Enchytraeus albidus",5
"106000009_1.8.1991","106000009","1","8","1991","5281","Fridericia sp.",5
"106000009_1.8.1991","106000009","1","8","1991","5863","Limnodrilus hoffmeisteri",10
"106000009_1.8.1991","106000009","1","8","1991","6621","Psammoryctides barbatus",30
"106000009_1.8.1991","106000009","1","8","1991","6790","Rhynchelmis sp.",10
"106000009_1.8.1991","106000009","1","8","1991","6937","Stylodrilus sp.",5
"106000009_1.8.1991","106000009","1","8","1991","5159","Erpobdella octoculata",5
"106000009_1.8.1991","106000009","1","8","1991","4419","Baetis sp.",85
"106000009_1.8.1991","106000009","1","8","1991","4522","Caenis macrura",5
"106000009_1.8.1991","106000009","1","8","1991","6747","Rhithrogena sp.",5
"106000009_1.8.1991","106000009","1","8","1991","6368","Perla abdominalis",5
"106000009_1.8.1991","106000009","1","8","1991","13024","Hydropsyche incognita/pellucidula",130
"106000009_1.8.1991","106000009","1","8","1991","6176","Oecismus monedula monedula",5
"106000009_1.8.1991","106000009","1","8","1991","7476","Cricotopus sp.",10
"106000009_1.8.1991","106000009","1","8","1991","7161","Wiedemannia sp.",5
"106000009_1.8.1991","106000009","1","8","1991","7853","Simulium pseudequinum",5
"106000009_1.6.1993","106000009","1","6","1993","8736","Oligochaeta Gen. sp.",13
"106000009_1.6.1993","106000009","1","6","1993","4616","Chaetogaster diaphanus",26
"106000009_1.6.1993","106000009","1","6","1993","6195","Ophidonais serpentina",2
"106000009_1.6.1993","106000009","1","6","1993","6934","Stylaria lacustris",3
"106000009_1.6.1993","106000009","1","6","1993","6935","Stylodrilus heringianus",5
"106000009_1.6.1993","106000009","1","6","1993","5159","Erpobdella octoculata",11
"106000009_1.6.1993","106000009","1","6","1993","8691","Asellus aquaticus",5
"106000009_1.6.1993","106000009","1","6","1993","4397","Baetis fuscatus",200
"106000009_1.6.1993","106000009","1","6","1993","4406","Baetis lutheri",100
"106000009_1.6.1993","106000009","1","6","1993","4427","Baetis vernus",20
"106000009_1.6.1993","106000009","1","6","1993","5058","Ecdyonurus venosus",1
"106000009_1.6.1993","106000009","1","6","1993","5605","Hydropsyche sp.",18
"106000009_1.6.1993","106000009","1","6","1993","7853","Simulium pseudequinum",4
"106000009_1.7.2005","106000009","1","7","2005","15259","Dendrobaena octaedra",5
"106000009_1.7.2005","106000009","1","7","2005","6754","Rhyacodrilus coccineus",60
"106000009_1.7.2005","106000009","1","7","2005","6935","Stylodrilus heringianus",5
"106000009_1.7.2005","106000009","1","7","2005","7116","Tubifex tubifex",10
"106000009_1.7.2005","106000009","1","7","2005","5058","Ecdyonurus venosus",45
"106000009_1.7.2005","106000009","1","7","2005","5120","Epeorus sylvicola",5
"106000009_1.7.2005","106000009","1","7","2005","5589","Hydropsyche bulbifera",40
"106000009_1.7.2005","106000009","1","7","2005","13024","Hydropsyche incognita/pellucidula",30
"106000009_1.7.2005","106000009","1","7","2005","6772","Rhyacophila nubila",10
"106000009_1.7.2005","106000009","1","7","2005","13137","Stenophylacini Gen. sp.",5
"106000009_1.7.2005","106000009","1","7","2005","5891","Liponeura sp.",15
"106000009_1.7.2005","106000009","1","7","2005","4660","Chironomus riparius",125
"106000009_1.7.2005","106000009","1","7","2005","8485","Tabanidae Gen. sp.",20
"106000009_1.8.2009","106000009","1","8","2009","6754","Rhyacodrilus coccineus",1
"106000009_1.8.2009","106000009","1","8","2009","4419","Baetis sp.",8
"106000009_1.8.2009","106000009","1","8","2009","4528","Caenis sp.",1
"106000009_1.8.2009","106000009","1","8","2009","6182","Oligoneuriella rhenana",1
"106000009_1.8.2009","106000009","1","8","2009","5605","Hydropsyche sp.",55
"106000009_1.8.2009","106000009","1","8","2009","6780","Rhyacophila sp.",4
"106000009_1.8.2009","106000009","1","8","2009","4364","Ibisia marginata",3
"106000009_1.8.2009","106000009","1","8","2009","4642","Chironomidae Gen. sp.",5
"106000009_1.8.2009","106000009","1","8","2009","6842","Simuliidae Gen. sp.",1
"106000009_1.6.2010","106000009","1","6","2010","8813","Nematoda Gen. sp.",10
"106000009_1.6.2010","106000009","1","6","2010","6070","Nais barbata",15
"106000009_1.6.2010","106000009","1","6","2010","6073","Nais elinguis",225
"106000009_1.6.2010","106000009","1","6","2010","6074","Nais pardalis",30
"106000009_1.6.2010","106000009","1","6","2010","6075","Nais pseudobtusa",125
"106000009_1.6.2010","106000009","1","6","2010","6078","Nais variabilis",10
"106000009_1.6.2010","106000009","1","6","2010","8002","Rhynchelmis tetratheca",15
"106000009_1.6.2010","106000009","1","6","2010","4310","Ancylus fluviatilis",10
"106000009_1.6.2010","106000009","1","6","2010","4419","Baetis sp.",410
"106000009_1.6.2010","106000009","1","6","2010","5058","Ecdyonurus venosus",20
"106000009_1.6.2010","106000009","1","6","2010","5077","Electrogena affinis",10
"106000009_1.6.2010","106000009","1","6","2010","5137","Ephemerella sp.",495
"106000009_1.6.2010","106000009","1","6","2010","6182","Oligoneuriella rhenana",790
"106000009_1.6.2010","106000009","1","6","2010","4489","Brachyptera sp.",5
"106000009_1.6.2010","106000009","1","6","2010","5790","Leuctra sp.",20
"106000009_1.6.2010","106000009","1","6","2010","4298","Anabolia furcata",60
"106000009_1.6.2010","106000009","1","6","2010","4639","Cheumatopsyche lepida",225
"106000009_1.6.2010","106000009","1","6","2010","5329","Goera pilosa",5
"106000009_1.6.2010","106000009","1","6","2010","5605","Hydropsyche sp.",240
"106000009_1.6.2010","106000009","1","6","2010","5844","Limnephilus sp.",5
"106000009_1.6.2010","106000009","1","6","2010","6661","Psychomyia pusilla",30
"106000009_1.6.2010","106000009","1","6","2010","6780","Rhyacophila sp.",70
"106000009_1.6.2010","106000009","1","6","2010","7067","Tinodes sp.",40
"106000009_1.6.2010","106000009","1","6","2010","4465","Blephariceridae Gen. sp.",15
"106000009_1.6.2010","106000009","1","6","2010","4585","Ceratopogonidae Gen. sp.",30
"106000009_1.6.2010","106000009","1","6","2010","4642","Chironomidae Gen. sp.",15
"106000009_1.6.2010","106000009","1","6","2010","7476","Cricotopus sp.",555
"106000009_1.6.2010","106000009","1","6","2010","5234","Eukiefferiella sp.",25
"106000009_1.6.2010","106000009","1","6","2010","7009","Tanytarsus sp.",45
"106000009_1.6.2010","106000009","1","6","2010","5097","Empididae Gen. sp.",5
"106000009_1.6.2010","106000009","1","6","2010","4330","Antocha sp.",25
"106000009_1.6.2010","106000009","1","6","2010","6842","Simuliidae Gen. sp.",25
"106000009_1.7.2011","106000009","1","7","2011","6754","Rhyacodrilus coccineus",26
"106000009_1.7.2011","106000009","1","7","2011","5304","Glossiphonia complanata",1
"106000009_1.7.2011","106000009","1","7","2011","4310","Ancylus fluviatilis",31
"106000009_1.7.2011","106000009","1","7","2011","7460","Astacus torrentium",1
"106000009_1.7.2011","106000009","1","7","2011","4528","Caenis sp.",9
"106000009_1.7.2011","106000009","1","7","2011","5139","Ephoron virgo",1
"106000009_1.7.2011","106000009","1","7","2011","6182","Oligoneuriella rhenana",1
"106000009_1.7.2011","106000009","1","7","2011","8750","Plecoptera Gen. sp.",2
"106000009_1.7.2011","106000009","1","7","2011","8670","Trichoptera Gen. sp.",20
"106000009_1.7.2011","106000009","1","7","2011","21501","Halesus digitatus ssp.",1
"106000009_1.7.2011","106000009","1","7","2011","21218","Plectrocnemia conspersa ssp.",9
"106000009_1.7.2011","106000009","1","7","2011","7065","Tinodes pallidulus",4
"106000009_1.7.2011","106000009","1","7","2011","4773","Cricotopus algarum",76
"106000009_1.7.2011","106000009","1","7","2011","8761","Stratiomyiidae Gen. sp.",1
"106000009_1.7.2011","106000009","1","7","2011","8487","Tipulidae Gen. sp.",6
